title	name	meaning	menu_1	menu_2	menu_3	menu_4	menu_5	description	
		GAZ:00003990	South Georgia and the South Sandwich Islands [GAZ:00003990]					A British overseas territory in the southern Atlantic Ocean. It iconsists of South Georgia and the Sandwich Islands, some 640 km to the SE.	
		GAZ:00002802	South Korea [GAZ:00002802]					A republic in East Asia, occupying the southern half of the Korean Peninsula. South Korea is divided into 8 provinces (do), 1 special autonomous province (teukbyeol jachido), 6 metropolitan cities (gwangyeoksi), and 1 special city (teukbyeolsi). These are further subdivided into a variety of smaller entities, including cities (si), counties (gun), districts (gu), towns (eup), townships (myeon), neighborhoods (dong) and villages (ri).	
		GAZ:00233439	South Sudan [GAZ:00233439]					A state located in Africa with Juba as its capital city. It's bordered by Ethiopia to the east, Kenya, Uganda, and the Democratic Republic of the Congo to the south, and the Central African Republic to the west and Sudan to the North. Southern Sudan includes the vast swamp region of the Sudd formed by the White Nile, locally called the Bahr el Jebel.	
		GAZ:00003936	Spain [GAZ:00003936]					That part of the Kingdom of Spain that occupies the Iberian Peninsula plus the Balaeric Islands. The Spanish mainland is bordered to the south and east almost entirely by the Mediterranean Sea (except for a small land boundary with Gibraltar); to the north by France, Andorra, and the Bay of Biscay; and to the west by the Atlantic Ocean and Portugal.	
		GAZ:00010831	Spratly Islands [GAZ:00010831]					A group of >100 islands located in the Southeastern Asian group of reefs and islands in the South China Sea, about two-thirds of the way from southern Vietnam to the southern Philippines.	
		GAZ:00003924	Sri Lanka [GAZ:00003924]					An island nation in South Asia, located about 31 km off the southern coast of India. Sri Lanka is divided into 9 provinces and 25 districts. Districts are divided into Divisional Secretariats.	
		GAZ:00002475	State of Palestine [GAZ:00002475]					The territory under the administration of the Palestine National Authority, as established by the Oslo Accords. The PNA divides the Palestinian territories into 16 governorates.	
		GAZ:00000560	Sudan [GAZ:00000560]					A country in North Africa. It is bordered by Egypt to the north, the Red Sea to the northeast, Eritrea and Ethiopia to the east, Kenya and Uganda to the southeast, Democratic Republic of the Congo and the Central African Republic to the southwest, Chad to the west and Libya to the northwest. Sudan is divided into twenty-six states (wilayat, singular wilayah) which in turn are subdivided into 133 districts.	
		GAZ:00002525	Suriname [GAZ:00002525]					A country in northern South America. It is situated between French Guiana to the east and Guyana to the west. The southern border is shared with Brazil and the northern border is the Atlantic coast. The southernmost border with French Guiana is disputed along the Marowijne river. Suriname is divided into 10 districts, each of which is divided into Ressorten.	
		GAZ:00005396	Svalbard [GAZ:00005396]					An archipelago of continental islands lying in the Arctic Ocean north of mainland Europe, about midway between Norway and the North Pole.	
		GAZ:00001099	Swaziland [GAZ:00001099]					A small, landlocked country in Africa embedded between South Africa in the west, north and south and Mozambique in the east. Swaziland is divided into four districts, each of which is divided into Tinkhundla (singular, Inkhundla).	
		GAZ:00002729	Sweden [GAZ:00002729]					A Nordic country on the Scandinavian Peninsula in Northern Europe. It has borders with Norway (west and north) and Finland (northeast). Sweden is a unitary state, currently divided into twenty-one counties (lan). Each county further divides into a number of municipalities or kommuner, with a total of 290 municipalities in 2004.	
		GAZ:00002941	Switzerland [GAZ:00002941]					A federal republic in Europe. Switzerland is bordered by Germany, France, Italy, Austria and Liechtenstein. The Swiss Confederation consists of 26 cantons. The Cantons comprise a total of 2,889 municipalities. Within Switzerland there are two enclaves: Busingen belongs to Germany, Campione d'Italia belongs to Italy.	
		GAZ:00002474	Syria [GAZ:00002474]					A country in Southwest Asia, bordering Lebanon, the Mediterranean Sea and the island of Cyprus to the west, Israel to the southwest, Jordan to the south, Iraq to the east, and Turkey to the north. Syria has fourteen governorates, or muhafazat (singular: muhafazah). The governorates are divided into sixty districts, or manatiq (singular: mintaqah), which are further divided into sub-districts, or nawahi (singular: nahia).	
		GAZ:00005341	Taiwan [GAZ:00005341]					A state in East Asia with de facto rule of the island of Tawain and adjacent territory. The Republic of China currently administers two historical provinces of China (one completely and a small part of another one) and centrally administers two direct-controlled municipalities.	
		GAZ:00006912	Tajikistan [GAZ:00006912]					A mountainous landlocked country in Central Asia. Afghanistan borders to the south, Uzbekistan to the west, Kyrgyzstan to the north, and People's Republic of China to the east. Tajikistan consists of 4 administrative divisions. These are the provinces (viloyat) of Sughd and Khatlon, the autonomous province of Gorno-Badakhshan (abbreviated as GBAO), and the Region of Republican Subordination (RRP, Raiony Respublikanskogo Podchineniya in Russian; formerly known as Karotegin Province). Each region is divided into several districts (nohiya or raion).	
		GAZ:00001103	Tanzania [GAZ:00001103]					A country in East Africa bordered by Kenya and Uganda on the north, Rwanda, Burundi and the Democratic Republic of the Congo on the west, and Zambia, Malawi and Mozambique on the south. To the east it borders the Indian Ocean. Tanzania is divided into 26 regions (mkoa), twenty-one on the mainland and five on Zanzibar (three on Unguja, two on Pemba). Ninety-eight districts (wilaya), each with at least one council, have been created to further increase local authority; the councils are also known as local government authorities. Currently there are 114 councils operating in 99 districts; 22 are urban and 92 are rural. The 22 urban units are further classified as city councils (Dar es Salaam and Mwanza), municipal councils (Arusha, Dodoma, Iringa, Kilimanjaro, Mbeya, Morogoro, Shinyanga, Tabora, and Tanga) or town councils (the remaining eleven communities).	
		GAZ:00003744	Thailand [GAZ:00003744]					A country in Southeast Asia. To its east lie Laos and Cambodia; to its south, the Gulf of Thailand and Malaysia; and to its west, the Andaman Sea and Burma. Its capital and largest city is Bangkok. Thailand is divided into 75 provinces (changwat), which are gathered into 5 groups of provinces by location. There are also 2 special governed districts: the capital Bangkok (Krung Thep Maha Nakhon) and Pattaya, of which Bangkok is at provincial level and thus often counted as a 76th province.	
		GAZ:00006913	Timor-Leste [GAZ:00006913]					A country in Southeast Asia. It comprises the eastern half of the island of Timor, the nearby islands of Atauro and Jaco, and Oecussi-Ambeno, an exclave on the northwestern side of the island, within Indonesian West Timor. The small country of 15,410 km2 is located about 640 km northwest of Darwin, Australia. East Timor is divided into thirteen administrative districts, are subdivided into 65 subdistricts, 443 sucos and 2,336 towns, villages and hamlets.	
		GAZ:00000915	Togo [GAZ:00000915]					A country in West Africa bordering Ghana in the west, Benin in the east and Burkina Faso in the north. In the south, it has a short Gulf of Guinea coast, on which the capital Lome is located.	
		GAZ:00260188	Tokelau [GAZ:00260188]					A dependent territory of New Zealand in the southern Pacific Ocean. It consists of three tropical coral atolls: Atafu, Nukunonu, and Fakaofo. They have a combined land area of 10 km2 (4 sq mi).	
